file_x,file_y,decision,dist_l2,y,y_pred,y_pred_final,dist_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392897/674786422,2766810859_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392897/1078792048,292947544_align.jpg",Yes,1.2178,1,No,No,-1.2178
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/5ab5c9ea15ce36d35157623a3bf33a87e950b16d.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/d1a20cf431adcbefdcca830cadaf2edda3cc9f3a.jpg_align.jpg",Yes,0.4818,1,Yes,No,-0.4818
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10458577/4052315497,2840693172_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10458577/817626511,3058413263_align.jpg",Yes,0.6954,1,Yes,No,-0.6954
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/74757886,4244305825_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/738768212,1710456969_align.jpg",Yes,0.5377,1,Yes,No,-0.5377
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/2431552590,4048310362_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/3825362158,1344818647_align.jpg",Yes,0.6762,1,Yes,No,-0.6762
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10242984/2727726674,278454295_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10242984/2344362736,333334332_align.jpg",Yes,0.9832,1,Yes,No,-0.9832
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229857/1204641206,259472542_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229857/1271537137,3185764273_align.jpg",Yes,1.1181,1,No,No,-1.1181
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/2806896059,123276467_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/4107462849,2262744518_align.jpg",Yes,1.2696,1,No,No,-1.2696
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1261897939,3018460885_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/2922822509,398643639_align.jpg",Yes,1.1875,1,No,No,-1.1875
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10416516/3285483044,4059609345_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10416516/141926200,1125683675_align.jpg",Yes,0.3497,1,Yes,No,-0.3497
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1127091285,2870910788_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/3583217953,1051192953_align.jpg",Yes,1.4959,1,No,No,-1.4959
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319324/1648955642,4196158710_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319324/1718530941,1622637580_align.jpg",Yes,0.9476,1,Yes,No,-0.9476
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560127/4214683202,2987800263_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560127/19835726,3359992868_align.jpg",Yes,0.7778,1,Yes,No,-0.7778
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560127/1250024312,1133927196_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560127/3434502654,265723000_align.jpg",Yes,1.1759,1,No,No,-1.1759
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392990/1127341359,564241712_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392990/1382130523,2137878844_align.jpg",Yes,1.1916,1,No,No,-1.1916
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10617581/97018384,3440489541_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10617581/4043948794,1872136730_align.jpg",Yes,0.974,1,Yes,No,-0.974
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392468/1282560742,2777789970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392468/1323566698,1551822276_align.jpg",Yes,0.4695,1,Yes,No,-0.4695
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/3179658027,460745517_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/2674261459,4268925700_align.jpg",Yes,0.8403,1,Yes,No,-0.8403
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/2812420965,2468289131_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/695425276,1994204069_align.jpg",Yes,1.3576,1,No,No,-1.3576
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229857/2042592424,650040369_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229857/1310779452,1229586019_align.jpg",Yes,1.3447,1,No,No,-1.3447
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10315853/1336578151,3644835514_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10315853/1771398258,3946859677_align.jpg",Yes,0.9166,1,Yes,No,-0.9166
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365271/1835018170,1676096404_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365271/3347977174,1883739783_align.jpg",Yes,1.4163,1,No,No,-1.4163
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/1975224803,3012276784_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/2752641999,2411773051_align.jpg",Yes,0.6802,1,Yes,No,-0.6802
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10500735/d0526df03a9778f0a50f5251.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10500735/d1160924ab18972bb5e34b8ce7cd7b899f510a9e.jpg_align.jpg",Yes,1.1669,1,No,No,-1.1669
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/3463926045,1440605577_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/3609599874,3579864622_align.jpg",Yes,0.695,1,Yes,No,-0.695
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/1950868096,4122107028_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/2046695734,3472151223_align.jpg",Yes,0.8655,1,Yes,No,-0.8655
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298704/2669871058,1159821186_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298704/2266146118,3655007627_align.jpg",Yes,1.1618,1,No,No,-1.1618
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10207915/856494354,4086537214_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10207915/243965313,3522219780_align.jpg",Yes,0.789,1,Yes,No,-0.789
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/810576607,1926126795_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/3389197311,1128955084_align.jpg",Yes,1.1521,1,No,No,-1.1521
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/3208692100,1592585767_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/3937862392,1951698197_align.jpg",Yes,0.6401,1,Yes,No,-0.6401
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10158584/1189379624,693203521_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10158584/2235700740,3265855649_align.jpg",Yes,1.3138,1,No,No,-1.3138
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388147/107058121,1724587439_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388147/4159204007,143158608_align.jpg",Yes,1.2766,1,No,No,-1.2766
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392897/231365284,1792872815_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392897/1854096271,3414568753_align.jpg",Yes,1.3359,1,No,No,-1.3359
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10201840/4221071048,2479205966_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10201840/1265663147,3398937098_align.jpg",Yes,0.6142,1,Yes,No,-0.6142
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263647/3115702402,264282764_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263647/4092962624,1282712456_align.jpg",Yes,0.7791,1,Yes,No,-0.7791
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433587/327196841,247042895_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433587/3688798345,3284891548_align.jpg",Yes,0.9991,1,Yes,No,-0.9991
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533501/2925161178,1198974351_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533501/849937749,1928035631_align.jpg",Yes,0.5566,1,Yes,No,-0.5566
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/1787535955,113173537_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/3838862190,1964116297_align.jpg",Yes,0.9495,1,Yes,No,-0.9495
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10363406/2049828747,2313812259_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10363406/3394928610,1594691028_align.jpg",Yes,1.077,1,No,No,-1.077
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10266748/2084459431,3499449600_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10266748/4290896185,4145512848_align.jpg",Yes,1.2394,1,No,No,-1.2394
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10345181/3235547153,2696515499_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10345181/3021138483,895490112_align.jpg",Yes,0.5695,1,Yes,No,-0.5695
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/4241258632,211851985_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/111686284,1210468260_align.jpg",Yes,1.176,1,No,No,-1.176
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263366/2186533990,2476319725_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263366/956515717,585659605_align.jpg",Yes,1.245,1,No,No,-1.245
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312771/908fa0ec08fa513d257777373d6d55fbb3fbd97d.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312771/902397dda144ad34665d9c6ed0a20cf430ad857c.jpg_align.jpg",Yes,1.1231,1,No,No,-1.1231
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/1986384069,2447121666_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/747035764,4238435471_align.jpg",Yes,1.0308,1,Yes,No,-1.0308
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10531038/2780080245,1601791170_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10531038/f703738da97739120104e6c7f8198618367ae272.jpg_align.jpg",Yes,1.2468,1,No,No,-1.2468
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319324/2863046744,529232398_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319324/2954916047,4061083302_align.jpg",Yes,0.845,1,Yes,No,-0.845
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/227594482,2758314063_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/2611809608,2899658293_align.jpg",Yes,0.8881,1,Yes,No,-0.8881
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10158584/574e9258d109b3de98a34f8dc8bf6c81800a4c32.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10158584/1457366524,798245449_align.jpg",Yes,1.1688,1,No,No,-1.1688
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10531038/2318311898,2877919898_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10531038/b64543a98226cffcf53f9fffb9014a90f603ea62.jpg_align.jpg",Yes,0.8171,1,Yes,No,-0.8171
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10285098/1375115372,4101628698_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10285098/492152590,3358439368_align.jpg",Yes,1.1221,1,No,No,-1.1221
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1008828855,4034366692_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1661942852,2048635847_align.jpg",Yes,1.5134,1,No,No,-1.5134
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/1617242662,1011281403_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/2947222452,1136960662_align.jpg",Yes,0.6224,1,Yes,No,-0.6224
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390217/2483360883,3383444196_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390217/2984686783,3698925438_align.jpg",Yes,1.2695,1,No,No,-1.2695
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/259410710,2039646754_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/4180675041,4255615982_align.jpg",Yes,1.1683,1,No,No,-1.1683
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10373436/3871828584,2411883588_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10373436/4180293892,2309543404_align.jpg",Yes,0.7448,1,Yes,No,-0.7448
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/3825362158,1344818647_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/250450775,1301211258_align.jpg",Yes,0.6162,1,Yes,No,-0.6162
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10207915/856494354,4086537214_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10207915/194069518,1783737023_align.jpg",Yes,0.6903,1,Yes,No,-0.6903
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10252205/49689429,1384348968_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10252205/2374471241,3230443828_align.jpg",Yes,0.7383,1,Yes,No,-0.7383
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10173091/784833524,1281901813_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10173091/1477439644,448312668_align.jpg",Yes,0.9556,1,Yes,No,-0.9556
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522186/1942113215,3001623532_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522186/3207196983,3977842046_align.jpg",Yes,0.8042,1,Yes,No,-0.8042
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10574420/2118825111,3735857673_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10574420/1627246954,605398177_align.jpg",Yes,1.3914,1,No,No,-1.3914
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10458577/3738568807,1128600377_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10458577/1238927659,188947312_align.jpg",Yes,0.9707,1,Yes,No,-0.9707
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/1996035916,478563952_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10147839/1436691961,3296042796_align.jpg",Yes,1.2219,1,No,No,-1.2219
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10601846/1578743157,1715524826_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10601846/94cad1c8a786c917e61a45d0c93d70cf3bc75739.jpg_align.jpg",Yes,1.2516,1,No,No,-1.2516
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365271/1179574557,3429001893_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365271/2430250326,185469030_align.jpg",Yes,0.7403,1,Yes,No,-0.7403
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1234379950,3222746762_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10211271/1580491195,2188843241_align.jpg",Yes,1.3521,1,No,No,-1.3521
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/695425276,1994204069_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/1583593733,792948657_align.jpg",Yes,0.7861,1,Yes,No,-0.7861
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10567377/4263879793,4092572655_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10567377/3481854157,3830532636_align.jpg",Yes,1.1426,1,No,No,-1.1426
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/2011354242,1154772526_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/1897079897,2265215770_align.jpg",Yes,1.0221,1,Yes,No,-1.0221
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/1290524278,3692379507_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364847/2170173088,596505484_align.jpg",Yes,0.8345,1,Yes,No,-0.8345
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10201840/2476515369,682396799_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10201840/235420153,281629206_align.jpg",Yes,1.0096,1,Yes,No,-1.0096
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10176380/1938162095,3322717813_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10176380/731419455,25842617_align.jpg",Yes,0.7962,1,Yes,No,-0.7962
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10173091/1724446988,724322691_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10173091/3707795561,1219522192_align.jpg",Yes,0.4378,1,Yes,No,-0.4378
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387896/3409512808,3048676130_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387896/1668957312,3313234010_align.jpg",Yes,1.1096,1,No,No,-1.1096
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/6159252dd42a2834bea0cb015ab5c9ea15cebfb2.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/721390489,2716545455_align.jpg",Yes,1.2104,1,No,No,-1.2104
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/7e3e6709c93d70cfd2c74a07f9dcd100baa12bff.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10401197/1e30e924b899a9010b09bb3c1c950a7b0208f5f8.jpg_align.jpg",Yes,1.3796,1,No,No,-1.3796
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/3523769147,3962977872_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/1660971534,1052109473_align.jpg",Yes,1.1368,1,No,No,-1.1368
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/3112503222,3128990525_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10448813/218437742,3843920268_align.jpg",Yes,0.7386,1,Yes,No,-0.7386
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392468/4255433710,3550918356_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10392468/3005596330,2404321806_align.jpg",Yes,1.1617,1,No,No,-1.1617
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388147/2091330901,2194543592_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388147/1386309137,2425738594_align.jpg",Yes,1.0032,1,Yes,No,-1.0032
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/4049843343,2534638914_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/3549374192,450789867_align.jpg",Yes,1.1811,1,No,No,-1.1811
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/1835221427,3412599067_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/3336567550,3412434930_align.jpg",Yes,0.8374,1,Yes,No,-0.8374
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/1787535955,113173537_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10244330/2571185893,301661606_align.jpg",Yes,1.0457,1,Yes,No,-1.0457
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10574420/2998645037,2019639943_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10574420/1610353680,1448448281_align.jpg",Yes,1.006,1,Yes,No,-1.006
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387896/2337661190,3202399054_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387896/2037621243,1764717852_align.jpg",Yes,0.7011,1,Yes,No,-0.7011
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433587/2217311900,2970434013_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433587/891601438,1230235193_align.jpg",Yes,1.0669,1,No,No,-1.0669
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/46741144,2019787472_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/1256386098,3515818213_align.jpg",Yes,0.7498,1,Yes,No,-0.7498
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/3099615119,1557081162_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464811/773609037,2145064254_align.jpg",Yes,1.0071,1,Yes,No,-1.0071
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169768/f11f3a292df5e0fecc6bfff35c6034a85fdf72d4.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169768/713211521,3301097164_align.jpg",Yes,1.3028,1,No,No,-1.3028
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/1835221427,3412599067_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10504504/2927709882,142674956_align.jpg",Yes,1.3134,1,No,No,-1.3134
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/1044207963,1770415888_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10607868/3247691422,1239703526_align.jpg",Yes,0.8293,1,Yes,No,-0.8293
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533501/4146828048,394162843_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533501/2574556481,1368431244_align.jpg",Yes,0.8386,1,Yes,No,-0.8386
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10203731/2315181119,1720964298_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10203731/1850137784,2765328284_align.jpg",Yes,0.711,1,Yes,No,-0.711
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/2713896766,1875052850_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/2486345124,3477015480_align.jpg",Yes,1.4559,1,No,No,-1.4559
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/4024622875,1495725746_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10423101/3937862392,1951698197_align.jpg",Yes,0.6846,1,Yes,No,-0.6846
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10345181/1649618510,1175653431_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10345181/1964683175,3505732819_align.jpg",Yes,1.3025,1,No,No,-1.3025
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522186/1551359139,4198768288_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10522186/1127083168,691478342_align.jpg",Yes,1.2675,1,No,No,-1.2675
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319102/594111132,1008143732_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10319102/2550715508,685276247_align.jpg",Yes,1.2052,1,No,No,-1.2052
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/978009036,10416238_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10434779/2046695734,3472151223_align.jpg",Yes,1.0311,1,Yes,No,-1.0311
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10431990/2098598371,581175596_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10431990/1981019557,2626066448_align.jpg",Yes,1.3432,1,No,No,-1.3432
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/2290528432,1994837768_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366141/226312939,2149990330_align.jpg",Yes,1.3814,1,No,No,-1.3814
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10217984/8718367adab44aedad900758b31c8701a08bfbb4.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10217984/241f95cad1c8a786ba1139a06609c93d70cf5060.jpg_align.jpg",Yes,0.8158,1,Yes,No,-0.8158
