file_x,file_y,decision,distance_l2,distance_l2_scaled,y,pred_euclidean_l2
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/148743104,1706743860_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/3830620690,3234683568_align.jpg",Yes,1.4859,-1.4859,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/1545009155,3506951745_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/2772360831,3271782858_align.jpg",Yes,0.9157,-0.9157,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1078991248,2178988655_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/453360091,2146163242_align.jpg",Yes,1.3301,-1.3301,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/c995d143ad4bd113ff8adc0e59afa40f4bfb0542.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/ac345982b2b7d0a271a5c23ecbef76094b369a21.jpg_align.jpg,Yes,0.8577,-0.8577,1,Yes
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12437/c71d0e3844adcdeab311c723.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12437/1368350255,2715398278_align.jpg",Yes,0.9466,-0.9466,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/144332300,1707733909_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/337715335,2380342559_align.jpg",Yes,1.4432,-1.4432,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/2326168044,3905721835_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/2660124948,1121836261_align.jpg",Yes,1.4283,-1.4283,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1636390629,548096281_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4869/1202680543,928089282_align.jpg",Yes,1.3274,-1.3274,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/1805329340,3325100724_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3348338741,551554708_align.jpg",Yes,1.3575,-1.3575,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/3592429013,376372777_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2657139390,2916396558_align.jpg",Yes,1.2867,-1.2867,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2210/2583569460,3062913469_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2210/199310947,805611424_align.jpg",Yes,1.1308,-1.1308,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2761189405,3243263844_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/435334708,435012730_align.jpg",Yes,0.9211,-0.9211,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/1097803456,931669806_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4303/1492567813,3844066327_align.jpg",Yes,1.0995,-1.0995,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2446187904,1514300490_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/903620924,2006679447_align.jpg",Yes,1.4106,-1.4106,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/1055616350,3959061525_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/2786485551,3288946051_align.jpg",Yes,0.9929,-0.9929,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2001686573,945807923_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/426976434,3262569274_align.jpg",Yes,1.0262,-1.0262,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/3839977293,613031211_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2644307713,3388004586_align.jpg",Yes,1.471,-1.471,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/599165884,3524538213_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/1389859251,2801148920_align.jpg",Yes,1.2286,-1.2286,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/2769925905,2754730715_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5276/2917964029,2966629354_align.jpg",Yes,1.1784,-1.1784,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2779/3400246998,450688544_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2779/cc506c8b93676756c8fc7a99.jpg_align.jpg,Yes,1.0039,-1.0039,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/1608559528,3483018355_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/2490937144,2982213027_align.jpg",Yes,0.8864,-0.8864,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/1060952185,1823012855_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/3794925915,1661392634_align.jpg",Yes,0.9444,-0.9444,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4174211828,2624553300_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1760696073,1966027850_align.jpg",Yes,1.0907,-1.0907,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4279514013,3162807120_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1110216741,730354147_align.jpg",Yes,0.8895,-0.8895,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/580563994,1764613924_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/1312914292,3874260044_align.jpg",Yes,1.1871,-1.1871,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2039502812,2754532614_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/705113485,1054246160_align.jpg",Yes,1.1458,-1.1458,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3476471671,1235009166_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/926329493,2445415956_align.jpg",Yes,1.0115,-1.0115,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/823062427,325324154_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11621/b219ebc4b74543a99e562d0d1e178a82b80114a5.jpg_align.jpg,Yes,1.2692,-1.2692,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3626663093,3637895164_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/1112036587,1410938264_align.jpg",Yes,1.3243,-1.3243,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/987940818,4215163373_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/3654336371,1440589994_align.jpg",Yes,1.3624,-1.3624,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/570734223,944860445_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/1917519650,3161065006_align.jpg",Yes,1.0132,-1.0132,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2696236849,2770521141_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2766729439,3027814469_align.jpg",Yes,1.1968,-1.1968,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3789267885,3902337179_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2357052990,1067844214_align.jpg",Yes,1.1151,-1.1151,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/966aca076d0a93877a89471f.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/2564838477,571586725_align.jpg",Yes,1.1925,-1.1925,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/1185194547,492559106_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/3274694177,1328133604_align.jpg",Yes,1.351,-1.351,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2055379320,3417999821_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/519676420,287069073_align.jpg",Yes,1.55,-1.55,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/66868404,1856300746_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/131408264,2898322912_align.jpg",Yes,1.3571,-1.3571,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/331858353,2062777486_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/3636223488,3137419251_align.jpg",Yes,1.3443,-1.3443,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/1119175161,3747913639_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2095275145,3228012342_align.jpg",Yes,0.8766,-0.8766,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2118204636,1120366133_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1366899098,1402202957_align.jpg",Yes,1.453,-1.453,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/2432319658,399635031_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/1305525295,3243910999_align.jpg",Yes,1.4417,-1.4417,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1336222322,2980163316_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2815375551,4024068698_align.jpg",Yes,1.1913,-1.1913,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/1845443142,1222018446_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/3284027956,1401527362_align.jpg",Yes,1.5677,-1.5677,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/1622742680,3705739686_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/797886664,918359943_align.jpg",Yes,1.5106,-1.5106,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/775864037,2988282678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/643366341,987300166_align.jpg",Yes,1.614,-1.614,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/895713796,345675854_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2334690923,3101435719_align.jpg",Yes,1.6634,-1.6634,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/3361085331,2228189932_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/3103252901,3711511715_align.jpg",Yes,0.9655,-0.9655,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/1781274496,4294586260_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2914577167,2716748551_align.jpg",Yes,1.5335,-1.5335,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3948567945,3869018408_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3686798885,3970409721_align.jpg",Yes,1.3792,-1.3792,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3337706955,113260945_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1394791786,658832258_align.jpg",Yes,1.3802,-1.3802,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1336222322,2980163316_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/967934047,1525178454_align.jpg",Yes,1.4055,-1.4055,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/289530374,2469946481_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/1434730643,1926846135_align.jpg",Yes,1.2205,-1.2205,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2308171186,807521422_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2162575964,3187094745_align.jpg",Yes,1.3652,-1.3652,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/454166176,1730405594_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1444834326,849619665_align.jpg",Yes,1.0964,-1.0964,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2642140100,1040280771_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3741792443,2365374906_align.jpg",Yes,0.9743,-0.9743,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3482572466,1608988585_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3439783297,1760984367_align.jpg",Yes,1.2553,-1.2553,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1766358135,1644846438_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/512296553,2791719665_align.jpg",Yes,1.3816,-1.3816,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/4261739602,1524599992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3118844159,406466402_align.jpg",Yes,1.5936,-1.5936,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1092869578,2993216207_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2722140410,2155160248_align.jpg",Yes,1.3792,-1.3792,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/908fa0ec08fa513dc28e143f3d6d55fbb2fbd92f.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6978/77094b36acaf2edd89d731088d1001e939019328.jpg_align.jpg,Yes,0.8073,-0.8073,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1131/2067668367,1094819126_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1131/3725024554,299234806_align.jpg",Yes,1.0479,-1.0479,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/485693319,116265751_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3337245316,1461364618_align.jpg",Yes,1.3648,-1.3648,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/274907573,90529280_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/3488814224,3382515722_align.jpg",Yes,1.4687,-1.4687,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/227501439,432333270_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/156118549,4037464393_align.jpg",Yes,1.1451,-1.1451,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/3698032894,731695849_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/2163330822,859696412_align.jpg",Yes,1.3601,-1.3601,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/3505544146,1451235969_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/975291667,1138384008_align.jpg",Yes,1.3718,-1.3718,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/1619021600,2687767966_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/2011626527,335044097_align.jpg",Yes,1.2679,-1.2679,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/1317337136,3652828912_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/15741/3779322429,3077755957_align.jpg",Yes,1.2962,-1.2962,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2196785308,1588471957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4158321522,36303648_align.jpg",Yes,0.7811,-0.7811,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/771375684,1788234636_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/2538412033,1488911028_align.jpg",Yes,1.3143,-1.3143,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3699105959,3947895150_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/4251612600,2532925298_align.jpg",Yes,1.0702,-1.0702,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2448882555,1627785123_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/215426135,1732832878_align.jpg",Yes,1.1047,-1.1047,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/1862900939,2614086613_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/215385378,1304799921_align.jpg",Yes,1.2919,-1.2919,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5877/4058022222,1837077125_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5877/2379539491,2741775734_align.jpg",Yes,1.3905,-1.3905,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3035337258,3455971596_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3942960424,4251443539_align.jpg",Yes,0.8358,-0.8358,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2889073123,1799714656_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/362457883,822815768_align.jpg",Yes,1.2474,-1.2474,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1444834326,849619665_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/604153495,812445990_align.jpg",Yes,1.2356,-1.2356,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/2646330994,1611647819_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8085/2945583671,2960494368_align.jpg",Yes,1.2377,-1.2377,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/a6aed01b4cc655b7ae51333b.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3828779812,3017144347_align.jpg",Yes,1.3989,-1.3989,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/274907573,90529280_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10022/2073212007,2330967322_align.jpg",Yes,1.4767,-1.4767,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/3140688985,2065673360_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6915/2772360831,3271782858_align.jpg",Yes,1.7182,-1.7182,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/2530638187,723640285_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/2809334792,2470891816_align.jpg",Yes,1.4173,-1.4173,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/772554209,384557505_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/2229524587,1167425103_align.jpg",Yes,1.3212,-1.3212,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/2039502812,2754532614_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3673681428,2246007796_align.jpg",Yes,0.7673,-0.7673,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3948567945,3869018408_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3346805491,1607121065_align.jpg",Yes,1.2577,-1.2577,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/319896597,3575400473_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5758/306097773,2146602914_align.jpg",Yes,1.1332,-1.1332,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/1040297975,3427047501_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/1438877158,2656548831_align.jpg",Yes,1.429,-1.429,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/2473578442,370933945_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/512288150,1338693135_align.jpg",Yes,1.388,-1.388,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/3339278102,379696466_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/2358289396,1581814789_align.jpg",Yes,1.4242,-1.4242,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/4047912031,2421231441_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/2519474396,2008218692_align.jpg",Yes,1.2286,-1.2286,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/865385004,2793227720_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/2537434124,1382918025_align.jpg",Yes,0.7993,-0.7993,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3988799213,1843573497_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/336224009,134332475_align.jpg",Yes,1.0003,-1.0003,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4009766536,2726400357_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1e71f724bcc5aa4d4c088d8d.jpg_align.jpg,Yes,1.5221,-1.5221,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/14704662,31012309_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13000/311653358,3532567244_align.jpg",Yes,1.5285,-1.5285,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3700422221,3282557988_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/984172649,1237817112_align.jpg",Yes,1.3187,-1.3187,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/1101425364,1593480870_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3399/2412013966,3082699045_align.jpg",Yes,1.2526,-1.2526,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/4021898388,1786444406_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/4042743428,3551183666_align.jpg",Yes,1.5164,-1.5164,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2260691058,2182893021_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2440994601,1586755722_align.jpg",Yes,1.4856,-1.4856,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/1028833424,732856368_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/4200703204,1139991824_align.jpg",Yes,1.5404,-1.5404,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/757234774,1174013542_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/2804001167,4084603668_align.jpg",Yes,1.0254,-1.0254,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4058988468,1666307733_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/287359970,3834211754_align.jpg",Yes,1.4291,-1.4291,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/180855409,4068665089_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2239415429,834916437_align.jpg",Yes,1.3523,-1.3523,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/599165884,3524538213_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12481/1170607047,2307335783_align.jpg",Yes,1.1953,-1.1953,1,No
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/562c11dfa9ec8a136971421ff703918fa1ecc0e1.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/503d269759ee3d6d8709edf740166d224f4ade3b.jpg_align.jpg,Yes,1.0726,-1.0726,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1463483982,1529087861_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3462794939,1686536878_align.jpg",Yes,1.572,-1.572,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/3150776932,1231933816_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/3622718766,2370602480_align.jpg",Yes,1.328,-1.328,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/1529539485,1879070803_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7109/2477549632,4010237882_align.jpg",Yes,1.2517,-1.2517,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4018862253,965230810_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/868192070,1016574635_align.jpg",Yes,1.4013,-1.4013,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/315532198,1065144384_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/248594887,3421934625_align.jpg",Yes,1.4946,-1.4946,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/3297471550,4069159961_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1514103267,931208925_align.jpg",Yes,0.8372,-0.8372,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/818116473,1956768682_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2166297266,2604506356_align.jpg",Yes,1.0273,-1.0273,1,Yes
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/14ce36d3d539b60047ffe703e850352ac65cb755.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1700264269,2786645764_align.jpg",Yes,1.3774,-1.3774,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/457984960,1601005433_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/3021078417,1766509982_align.jpg",Yes,1.119,-1.119,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5382/2181487312,1132097339_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5382/822115494,32986250_align.jpg",Yes,0.947,-0.947,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1820100442,2984497325_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/1040441193,3652580154_align.jpg",Yes,1.0024,-1.0024,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/3941203167,73538351_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2553365365,925661083_align.jpg",Yes,1.3209,-1.3209,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/3895037530,2523059678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/2410460241,752058466_align.jpg",Yes,1.4413,-1.4413,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/489297330,2749130980_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/1727230488,2801513382_align.jpg",Yes,1.469,-1.469,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/3165648669,1111998037_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12942/4164245843,614701759_align.jpg",Yes,1.2068,-1.2068,1,No
